ID_EMPLOYEE,Tenure Range,GENDER,EMPLOYEE_TYPE,ENGAGEMENT_SCORE,AGE RANGE
3753,0-2 years,F,Permanent,0.72,23-26
3754,0-2 years,F,Permanent,0.91,23-26
3755,0-2 years,M,Permanent,0.53,23-26
3756,0-2 years,M,Permanent,0.65,26-30
3757,0-2 years,M,Non Permanent,0.52,23-26
3758,0-2 years,F,Permanent,0.74,23-26
3759,0-2 years,F,Permanent,0.5,23-26
3760,0-2 years,M,Non Permanent,0.66,23-26
3761,0-2 years,M,Non Permanent,0.74,23-26
3762,0-2 years,M,Non Permanent,0.61,23-26
3763,0-2 years,M,Permanent,0.72,23-26
3764,0-2 years,M,Permanent,0.46,30-35
3765,0-2 years,M,Non Permanent,0.63,23-26
3766,0-2 years,M,Permanent,0.74,26-30
3767,0-2 years,M,Permanent,0.8300000000000001,30-35
3768,2-5 years,M,Permanent,0.91,23-26
3769,0-2 years,M,Permanent,0.66,23-26
3770,2-5 years,M,Permanent,0.68,23-26
3771,0-2 years,M,Permanent,0.72,23-26
3772,0-2 years,M,Permanent,0.47000000000000003,23-26
3773,0-2 years,F,Permanent,0.6900000000000001,23-26
3774,2-5 years,M,Permanent,0.79,23-26
3775,0-2 years,M,Permanent,0.61,23-26
3777,0-2 years,F,Permanent,0.47000000000000003,23-26
3778,0-2 years,F,Permanent,0.6900000000000001,23-26
3779,'+5 years,M,Permanent,0.63,30-35
3780,0-2 years,M,Permanent,0.8300000000000001,23-26
3781,0-2 years,F,Permanent,0.73,23-26
3782,0-2 years,M,Permanent,0.72,23-26
3783,0-2 years,M,Permanent,0.66,30-35
3784,0-2 years,F,Permanent,0.91,23-26
3785,0-2 years,M,Permanent,0.91,23-26
3786,0-2 years,M,Permanent,0.33,23-26
3787,0-2 years,M,Permanent,0.44,23-26
3788,2-5 years,F,Permanent,0.35000000000000003,23-26
3789,0-2 years,F,Permanent,0.53,23-26
3790,0-2 years,M,Permanent,0.67,23-26
3791,0-2 years,M,Permanent,0.6,23-26
3792,0-2 years,F,Permanent,0.61,23-26
3793,0-2 years,F,Permanent,0.58,23-26
3794,0-2 years,M,Non Permanent,0.44,23-26
3795,0-2 years,M,Non Permanent,0.4,23-26
3796,0-2 years,M,Permanent,0.6,23-26
3797,0-2 years,M,Non Permanent,0.6,23-26
3798,'+5 years,M,Permanent,0.74,30-35
3799,0-2 years,M,Permanent,0.8300000000000001,23-26
3800,0-2 years,F,Permanent,0.72,23-26
3801,0-2 years,F,Permanent,0.8300000000000001,23-26
3803,0-2 years,F,Permanent,0.59,30-35
3804,0-2 years,M,Non Permanent,0.4,26-30
3805,2-5 years,F,Permanent,0.72,23-26
3806,0-2 years,F,Permanent,0.66,23-26
3807,0-2 years,M,Non Permanent,0.6900000000000001,26-30
3808,0-2 years,F,Permanent,0.63,23-26
3809,0-2 years,F,Permanent,0.31,23-26
3810,'+5 years,M,Permanent,0.77,23-26
3811,0-2 years,M,Non Permanent,0.58,30-35
3812,0-2 years,F,Non Permanent,0.66,23-26
3813,'+5 years,M,Permanent,0.6,30-35
3814,2-5 years,M,Permanent,0.66,23-26
3815,'+5 years,F,Permanent,0.52,23-26
3816,0-2 years,M,Permanent,0.75,23-26
3817,0-2 years,M,Permanent,0.64,23-26
3818,0-2 years,F,Permanent,0.64,26-30
3819,'+5 years,F,Permanent,0.47000000000000003,23-26
3820,'+5 years,M,Permanent,0.58,23-26
3821,0-2 years,M,Permanent,0.64,23-26
3822,0-2 years,F,Permanent,0.74,26-30
3823,0-2 years,F,Permanent,0.59,23-26
3824,0-2 years,F,Permanent,0.6900000000000001,26-30
3825,2-5 years,F,Permanent,0.61,23-26
3826,2-5 years,M,Permanent,0.74,23-26
3827,0-2 years,F,Permanent,0.8,23-26
3828,0-2 years,F,Permanent,0.66,23-26
3829,0-2 years,M,Non Permanent,0.35000000000000003,23-26
3830,0-2 years,M,Permanent,0.6900000000000001,23-26
3831,'+5 years,M,Permanent,0.74,23-26
3832,0-2 years,M,Permanent,0.62,23-26
3834,0-2 years,M,Permanent,0.66,23-26
3835,'+5 years,M,Permanent,0.62,30-35
3836,0-2 years,M,Permanent,0.66,23-26
3837,'+5 years,M,Permanent,0.6900000000000001,23-26
3838,2-5 years,M,Permanent,0.73,23-26
3839,0-2 years,M,Permanent,0.66,23-26
3840,0-2 years,M,Permanent,0.61,23-26
3841,2-5 years,M,Permanent,0.76,26-30
3842,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3843,0-2 years,M,Permanent,0.78,23-26
3844,0-2 years,F,Permanent,0.8300000000000001,26-30
3845,0-2 years,F,Permanent,0.72,26-30
3846,0-2 years,F,Permanent,0.6900000000000001,23-26
3847,'+5 years,M,Permanent,0.8300000000000001,30-35
3848,2-5 years,F,Permanent,0.34,23-26
3849,0-2 years,M,Permanent,0.63,23-26
3850,0-2 years,F,Permanent,0.8300000000000001,23-26
3851,0-2 years,F,Permanent,0.41000000000000003,23-26
3852,0-2 years,M,Permanent,0.74,23-26
3853,2-5 years,F,Permanent,0.64,30-35
3854,0-2 years,M,Permanent,0.6900000000000001,26-30
3856,0-2 years,F,Permanent,0.45,23-26
3857,0-2 years,M,Permanent,0.8300000000000001,23-26
3858,0-2 years,M,Permanent,0.8300000000000001,23-26
3859,0-2 years,M,Non Permanent,0.53,23-26
3860,'+5 years,M,Permanent,0.71,30-35
3861,0-2 years,M,Permanent,0.8300000000000001,26-30
3862,0-2 years,M,Permanent,0.63,23-26
3863,0-2 years,M,Non Permanent,0.91,23-26
3864,0-2 years,M,Permanent,0.49,23-26
3866,'+5 years,M,Permanent,0.54,30-35
3867,2-5 years,F,Permanent,0.66,23-26
3868,0-2 years,F,Non Permanent,0.5,23-26
3869,0-2 years,M,Permanent,0.8300000000000001,23-26
3870,0-2 years,M,Permanent,0.6900000000000001,30-35
3871,0-2 years,M,Permanent,0.78,26-30
3872,0-2 years,F,Permanent,0.78,23-26
3873,0-2 years,M,Non Permanent,0.64,23-26
3874,0-2 years,M,Permanent,0.64,23-26
3875,0-2 years,F,Permanent,0.6,23-26
3876,0-2 years,M,Non Permanent,0.46,23-26
3878,0-2 years,F,Permanent,0.76,23-26
3879,0-2 years,F,Permanent,0.64,23-26
3880,0-2 years,F,Permanent,0.6,23-26
3881,0-2 years,M,Permanent,0.8300000000000001,26-30
3882,'+5 years,M,Permanent,0.55,23-26
3883,0-2 years,M,Permanent,0.72,23-26
3884,'+5 years,M,Permanent,0.55,23-26
3885,0-2 years,M,Permanent,0.6900000000000001,23-26
3886,0-2 years,M,Permanent,0.6900000000000001,23-26
3887,0-2 years,M,Non Permanent,0.38,23-26
3888,'+5 years,M,Permanent,0.49,23-26
3889,0-2 years,F,Permanent,0.52,23-26
3890,0-2 years,M,Permanent,0.7000000000000001,23-26
3891,'+5 years,M,Permanent,0.91,23-26
3892,0-2 years,M,Permanent,0.58,23-26
3894,0-2 years,M,Non Permanent,0.6900000000000001,23-26
3895,0-2 years,M,Permanent,0.55,23-26
3897,0-2 years,M,Non Permanent,0.8,23-26
3898,0-2 years,M,Permanent,0.74,23-26
3899,0-2 years,M,Permanent,0.61,30-35
3900,0-2 years,M,Permanent,0.55,23-26
3901,0-2 years,M,Permanent,0.72,23-26
3902,0-2 years,F,Permanent,0.55,23-26
3903,0-2 years,F,Permanent,0.6900000000000001,23-26
3904,0-2 years,M,Non Permanent,0.74,23-26
3905,2-5 years,M,Permanent,0.63,23-26
3906,2-5 years,M,Permanent,0.8300000000000001,23-26
3907,0-2 years,F,Permanent,0.5700000000000001,23-26
3908,0-2 years,F,Permanent,0.71,23-26
3909,2-5 years,F,Permanent,0.72,23-26
3910,0-2 years,M,Permanent,0.62,23-26
3911,'+5 years,M,Permanent,0.41000000000000003,23-26
3912,'+5 years,F,Permanent,0.72,23-26
3913,0-2 years,M,Permanent,0.76,26-30
3914,2-5 years,F,Permanent,0.76,23-26
3915,0-2 years,M,Non Permanent,0.65,23-26
3916,0-2 years,M,Permanent,0.59,23-26
3917,0-2 years,M,Permanent,0.28,26-30
3918,0-2 years,F,Permanent,0.56,23-26
3919,0-2 years,F,Permanent,0.76,23-26
3920,0-2 years,M,Permanent,0.63,23-26
3921,0-2 years,M,Permanent,0.65,23-26
3922,0-2 years,M,Permanent,0.77,23-26
3923,0-2 years,F,Permanent,0.63,26-30
3924,2-5 years,M,Permanent,0.67,23-26
3925,0-2 years,M,Permanent,0.6900000000000001,30-35
3926,2-5 years,M,Permanent,0.78,23-26
3927,0-2 years,M,Permanent,0.6900000000000001,23-26
3928,0-2 years,M,Non Permanent,0.8300000000000001,23-26
3929,0-2 years,F,Permanent,0.6900000000000001,23-26
3930,0-2 years,M,Permanent,0.56,23-26
3931,0-2 years,F,Permanent,0.75,23-26
3932,'+5 years,M,Permanent,0.78,23-26
3933,0-2 years,M,Permanent,0.28,23-26
3934,0-2 years,M,Non Permanent,0.91,23-26
3935,0-2 years,M,Permanent,0.91,23-26
3936,'+5 years,M,Permanent,0.6,23-26
3938,0-2 years,M,Non Permanent,0.34,23-26
3939,0-2 years,M,Non Permanent,0.6900000000000001,26-30
3940,0-2 years,M,Permanent,0.55,23-26
3941,0-2 years,M,Permanent,0.8300000000000001,26-30
3943,0-2 years,M,Permanent,0.91,23-26
3944,0-2 years,M,Permanent,0.91,23-26
3945,0-2 years,M,Permanent,0.6,23-26
3946,2-5 years,F,Permanent,0.91,26-30
3947,2-5 years,F,Permanent,0.51,23-26
3948,'+5 years,M,Permanent,0.8300000000000001,30-35
3949,0-2 years,F,Permanent,0.75,23-26
3950,0-2 years,F,Permanent,0.91,23-26
3951,0-2 years,F,Non Permanent,0.64,26-30
3952,0-2 years,F,Permanent,0.76,23-26
3953,0-2 years,F,Non Permanent,0.55,23-26
3954,0-2 years,M,Permanent,0.39,23-26
3955,0-2 years,M,Permanent,0.56,23-26
3956,0-2 years,F,Permanent,0.53,26-30
3957,0-2 years,F,Permanent,0.66,26-30
3958,'+5 years,M,Permanent,0.64,23-26
3959,0-2 years,M,Permanent,0.66,30-35
3960,'+5 years,F,Permanent,0.6,23-26
3961,0-2 years,F,Permanent,0.64,23-26
3962,0-2 years,M,Permanent,0.91,26-30
3963,0-2 years,F,Permanent,0.7000000000000001,26-30
3964,0-2 years,F,Permanent,0.75,23-26
3965,0-2 years,F,Permanent,0.7000000000000001,23-26
3966,0-2 years,M,Permanent,0.58,23-26
3967,0-2 years,M,Permanent,0.66,26-30
3968,0-2 years,M,Permanent,0.8,23-26
3969,0-2 years,M,Non Permanent,0.66,26-30
3970,0-2 years,F,Permanent,0.6900000000000001,23-26
3971,0-2 years,F,Permanent,0.7000000000000001,23-26
3972,0-2 years,F,Permanent,0.63,23-26
3973,2-5 years,F,Permanent,0.7000000000000001,23-26
3974,0-2 years,F,Permanent,0.45,23-26
3975,0-2 years,M,Permanent,0.59,26-30
3976,0-2 years,M,Permanent,0.48,23-26
3977,0-2 years,M,Permanent,0.5700000000000001,23-26
3979,0-2 years,F,Permanent,0.5700000000000001,23-26
3980,0-2 years,F,Permanent,0.55,23-26
3981,0-2 years,M,Permanent,0.58,23-26
3982,2-5 years,M,Permanent,0.6900000000000001,23-26
3983,0-2 years,F,Permanent,0.66,26-30
3984,2-5 years,F,Permanent,0.76,23-26
3985,0-2 years,M,Non Permanent,0.6,23-26
3986,0-2 years,M,Permanent,0.72,26-30
3987,0-2 years,M,Permanent,0.76,23-26
3988,'+5 years,M,Permanent,0.8,30-35
3989,0-2 years,M,Permanent,0.5700000000000001,30-35
3990,0-2 years,M,Non Permanent,0.71,23-26
3991,2-5 years,F,Permanent,0.59,30-35
3992,0-2 years,F,Permanent,0.63,23-26
3993,'+5 years,F,Permanent,0.55,23-26
3994,0-2 years,M,Permanent,0.91,23-26
3995,0-2 years,F,Permanent,0.78,23-26
3996,'+5 years,F,Permanent,0.61,23-26
3997,2-5 years,M,Permanent,0.91,23-26
3998,0-2 years,M,Permanent,0.55,26-30
3999,2-5 years,M,Permanent,0.8300000000000001,26-30
4000,0-2 years,F,Non Permanent,0.91,23-26
4001,0-2 years,M,Permanent,0.6900000000000001,23-26
4003,0-2 years,M,Permanent,0.28,26-30
4004,0-2 years,F,Permanent,0.56,30-35
4005,0-2 years,M,Permanent,0.66,30-35
4006,0-2 years,F,Non Permanent,0.8300000000000001,23-26
4008,'+5 years,M,Permanent,0.47000000000000003,23-26
4009,0-2 years,M,Permanent,0.63,26-30
4010,2-5 years,M,Permanent,0.63,23-26
4011,0-2 years,F,Permanent,0.72,23-26
4012,0-2 years,M,Permanent,0.8300000000000001,23-26
4013,0-2 years,M,Permanent,0.59,23-26
4014,0-2 years,M,Permanent,0.6900000000000001,23-26
4015,0-2 years,M,Permanent,0.59,23-26
4016,0-2 years,M,Permanent,0.6900000000000001,23-26
4017,0-2 years,M,Non Permanent,0.59,23-26
4018,0-2 years,M,Permanent,0.91,23-26
4019,0-2 years,M,Permanent,0.91,23-26
4020,2-5 years,F,Permanent,0.91,23-26
4021,2-5 years,F,Permanent,0.62,26-30
4022,0-2 years,M,Permanent,0.4,23-26
4023,0-2 years,M,Permanent,0.42,23-26
4024,0-2 years,M,Non Permanent,0.33,23-26
4025,0-2 years,F,Permanent,0.42,23-26
4026,0-2 years,F,Permanent,0.34,23-26
4027,0-2 years,F,Non Permanent,0.76,23-26
4028,0-2 years,M,Permanent,0.5700000000000001,23-26
4029,0-2 years,F,Permanent,0.63,23-26
4030,0-2 years,M,Permanent,0.62,30-35
4031,0-2 years,M,Permanent,0.47000000000000003,23-26
4032,0-2 years,M,Permanent,0.6900000000000001,26-30
4033,0-2 years,M,Permanent,0.72,23-26
4034,0-2 years,M,Non Permanent,0.66,23-26
4035,0-2 years,M,Permanent,0.6900000000000001,23-26
4036,2-5 years,M,Permanent,0.39,23-26
4037,0-2 years,M,Permanent,0.47000000000000003,23-26
4038,0-2 years,M,Permanent,0.47000000000000003,30-35
4039,0-2 years,M,Permanent,0.7000000000000001,23-26
4040,0-2 years,M,Permanent,0.48,23-26
4041,2-5 years,M,Permanent,0.44,23-26
4042,0-2 years,M,Permanent,0.28,26-30
4043,0-2 years,M,Permanent,0.6,26-30
4044,0-2 years,M,Non Permanent,0.55,23-26
4045,0-2 years,M,Permanent,0.72,23-26
4046,0-2 years,F,Permanent,0.34,26-30
4047,0-2 years,M,Permanent,0.34,23-26
4048,0-2 years,M,Permanent,0.52,23-26
4049,0-2 years,M,Permanent,0.5700000000000001,26-30
4050,0-2 years,F,Permanent,0.55,23-26
4051,'+5 years,F,Permanent,0.5,23-26
4052,0-2 years,F,Permanent,0.72,23-26
4053,2-5 years,F,Permanent,0.3,23-26
4054,'+5 years,F,Permanent,0.68,23-26
4055,0-2 years,M,Non Permanent,0.55,23-26
4056,0-2 years,M,Permanent,0.61,30-35
4057,2-5 years,M,Permanent,0.66,23-26
4058,0-2 years,M,Non Permanent,0.47000000000000003,23-26
4059,2-5 years,F,Permanent,0.6900000000000001,26-30
4060,0-2 years,M,Permanent,0.36,23-26
4061,0-2 years,M,Non Permanent,0.5700000000000001,23-26
4062,0-2 years,M,Permanent,0.6,23-26
4063,0-2 years,F,Non Permanent,0.28,23-26
4064,0-2 years,M,Permanent,0.58,26-30
4065,0-2 years,F,Permanent,0.38,23-26
4066,0-2 years,M,Non Permanent,0.34,26-30
4067,2-5 years,F,Permanent,0.55,23-26
4068,0-2 years,M,Permanent,0.39,23-26
4069,0-2 years,M,Non Permanent,0.48,26-30
4070,0-2 years,M,Permanent,0.51,23-26
4071,0-2 years,M,Permanent,0.35000000000000003,23-26
4072,0-2 years,M,Permanent,0.61,26-30
4073,'+5 years,M,Permanent,0.46,30-35
4074,0-2 years,F,Permanent,0.4,23-26
4075,0-2 years,F,Non Permanent,0.58,23-26
4076,'+5 years,F,Permanent,0.44,26-30
4077,0-2 years,M,Permanent,0.45,23-26
4078,2-5 years,M,Permanent,0.28,23-26
4079,0-2 years,F,Permanent,0.34,23-26
4080,2-5 years,F,Permanent,0.54,23-26
4081,0-2 years,M,Permanent,0.47000000000000003,23-26
4082,0-2 years,M,Non Permanent,0.44,26-30
4083,0-2 years,M,Permanent,0.52,23-26
4085,0-2 years,M,Permanent,0.47000000000000003,23-26
4086,0-2 years,M,Permanent,0.49,23-26
4087,0-2 years,M,Non Permanent,0.48,26-30
4088,0-2 years,F,Permanent,0.66,23-26
4089,0-2 years,M,Permanent,0.33,30-35
4090,0-2 years,F,Permanent,0.55,23-26
4091,0-2 years,M,Non Permanent,0.46,23-26
4092,0-2 years,F,Permanent,0.53,23-26
4093,0-2 years,M,Permanent,0.47000000000000003,26-30
4094,0-2 years,M,Non Permanent,0.49,23-26
4095,0-2 years,F,Non Permanent,0.45,23-26
4096,0-2 years,M,Permanent,0.36,23-26
4097,0-2 years,F,Permanent,0.42,23-26
4098,0-2 years,F,Permanent,0.37,23-26
4099,0-2 years,F,Permanent,0.42,23-26
4102,0-2 years,M,Permanent,0.34,23-26
4103,2-5 years,F,Permanent,0.64,23-26
4104,2-5 years,M,Permanent,0.6,23-26
4105,0-2 years,F,Permanent,0.45,23-26
4106,0-2 years,M,Permanent,0.47000000000000003,23-26
4107,0-2 years,M,Permanent,0.53,23-26
4108,0-2 years,M,Permanent,0.56,23-26
4109,0-2 years,M,Permanent,0.41000000000000003,23-26
4110,0-2 years,M,Permanent,0.33,23-26
4111,0-2 years,M,Permanent,0.53,23-26
4112,0-2 years,M,Permanent,0.44,23-26
4113,0-2 years,M,Permanent,0.6,26-30
4114,2-5 years,M,Permanent,0.6,26-30
4115,0-2 years,M,Non Permanent,0.45,23-26
4116,0-2 years,F,Permanent,0.45,26-30
4117,0-2 years,F,Permanent,0.52,23-26
4118,0-2 years,M,Permanent,0.35000000000000003,23-26
4119,0-2 years,M,Permanent,0.62,26-30
4120,0-2 years,M,Non Permanent,0.58,23-26
4121,0-2 years,M,Permanent,0.53,23-26
4122,0-2 years,M,Permanent,0.41000000000000003,26-30
4123,0-2 years,M,Non Permanent,0.53,26-30
4124,0-2 years,M,Permanent,0.58,23-26
4125,0-2 years,F,Permanent,0.66,23-26
4126,'+5 years,F,Permanent,0.59,23-26
4128,0-2 years,M,Permanent,0.51,23-26
4129,2-5 years,F,Permanent,0.47000000000000003,23-26
4130,0-2 years,F,Permanent,0.39,23-26
4131,0-2 years,M,Permanent,0.47000000000000003,30-35
4132,0-2 years,M,Non Permanent,0.5700000000000001,23-26
4133,2-5 years,F,Permanent,0.31,23-26
4134,0-2 years,F,Permanent,0.39,23-26
4135,0-2 years,M,Permanent,0.65,23-26
4136,0-2 years,M,Permanent,0.34,23-26
4137,0-2 years,F,Permanent,0.34,23-26
4138,0-2 years,M,Permanent,0.41000000000000003,26-30
4139,'+5 years,F,Permanent,0.45,23-26
4140,0-2 years,M,Permanent,0.47000000000000003,23-26
4142,0-2 years,M,Non Permanent,0.5,23-26
4143,0-2 years,F,Permanent,0.53,26-30
4144,0-2 years,F,Permanent,0.67,23-26
4145,0-2 years,F,Permanent,0.45,23-26
4146,0-2 years,M,Permanent,0.31,26-30
4147,0-2 years,F,Permanent,0.48,23-26
4148,0-2 years,F,Permanent,0.5700000000000001,26-30
4149,0-2 years,F,Permanent,0.5,23-26
4150,0-2 years,M,Permanent,0.45,23-26
4151,0-2 years,M,Non Permanent,0.59,23-26
4152,0-2 years,M,Non Permanent,0.5700000000000001,23-26
4153,0-2 years,F,Non Permanent,0.58,23-26
4154,0-2 years,M,Non Permanent,0.5,23-26
4155,2-5 years,M,Permanent,0.44,23-26
4156,0-2 years,M,Permanent,0.36,23-26
4157,'+5 years,F,Permanent,0.44,23-26
4158,0-2 years,F,Permanent,0.27,23-26
4159,'+5 years,M,Permanent,0.43,23-26
4160,0-2 years,M,Permanent,0.61,26-30
4161,0-2 years,F,Non Permanent,0.36,23-26
4162,0-2 years,F,Permanent,0.28,23-26
4163,0-2 years,M,Non Permanent,0.46,26-30
4164,0-2 years,M,Permanent,0.51,30-35
4165,0-2 years,M,Permanent,0.66,30-35
4166,0-2 years,M,Permanent,0.58,30-35
4167,0-2 years,M,Permanent,0.52,23-26
4168,0-2 years,M,Permanent,0.38,26-30
4169,0-2 years,M,Non Permanent,0.31,26-30
4170,2-5 years,F,Permanent,0.38,23-26
4171,2-5 years,F,Permanent,0.5,26-30
4172,0-2 years,M,Non Permanent,0.52,23-26
4173,2-5 years,F,Permanent,0.58,23-26
4174,0-2 years,F,Permanent,0.54,26-30
4175,2-5 years,F,Permanent,0.45,23-26
4176,0-2 years,F,Permanent,0.61,23-26
4177,2-5 years,F,Permanent,0.65,26-30
4178,0-2 years,M,Permanent,0.55,23-26
4179,0-2 years,M,Permanent,0.41000000000000003,23-26
4180,'+5 years,F,Permanent,0.53,23-26
4181,0-2 years,M,Permanent,0.53,26-30
4182,0-2 years,F,Permanent,0.5,26-30
4183,0-2 years,M,Permanent,0.33,23-26
4184,'+5 years,M,Permanent,0.6,23-26
4185,0-2 years,M,Non Permanent,0.49,23-26
4186,0-2 years,M,Permanent,0.56,23-26
4187,0-2 years,M,Permanent,0.6,26-30
4188,2-5 years,M,Permanent,0.59,30-35
4189,'+5 years,M,Permanent,0.42,30-35
4190,0-2 years,M,Non Permanent,0.56,23-26
4191,0-2 years,M,Permanent,0.55,26-30
4192,0-2 years,M,Permanent,0.31,23-26
4193,0-2 years,M,Permanent,0.49,23-26
4194,0-2 years,M,Permanent,0.39,30-35
4195,2-5 years,F,Permanent,0.31,23-26
4196,0-2 years,M,Permanent,0.41000000000000003,23-26
4197,0-2 years,M,Permanent,0.28,23-26
4198,0-2 years,M,Non Permanent,0.53,26-30
4199,0-2 years,M,Permanent,0.5,23-26
4200,0-2 years,F,Permanent,0.61,23-26
4201,0-2 years,M,Permanent,0.56,23-26
4202,0-2 years,M,Permanent,0.58,26-30
4203,2-5 years,M,Permanent,0.64,23-26
4204,0-2 years,M,Permanent,0.45,23-26
4205,0-2 years,M,Permanent,0.52,26-30
4206,2-5 years,M,Permanent,0.4,23-26
4208,0-2 years,F,Non Permanent,0.63,23-26
4209,'+5 years,F,Permanent,0.54,23-26
4210,0-2 years,M,Permanent,0.54,23-26
4211,'+5 years,M,Permanent,0.59,23-26
4212,0-2 years,M,Permanent,0.58,23-26
4213,0-2 years,F,Permanent,0.55,23-26
4214,0-2 years,M,Permanent,0.41000000000000003,26-30
4215,'+5 years,M,Permanent,0.42,23-26
4217,0-2 years,M,Permanent,0.51,26-30
4218,0-2 years,F,Permanent,0.47000000000000003,23-26
4219,0-2 years,M,Permanent,0.61,26-30
4220,0-2 years,F,Permanent,0.64,23-26
4221,0-2 years,M,Permanent,0.6,23-26
4222,0-2 years,F,Permanent,0.64,23-26
4223,0-2 years,F,Permanent,0.67,23-26
4224,0-2 years,M,Permanent,0.52,30-35
4225,0-2 years,F,Permanent,0.53,23-26
4226,0-2 years,M,Permanent,0.43,23-26
4227,0-2 years,F,Permanent,0.4,23-26
4228,0-2 years,F,Permanent,0.54,23-26
4229,0-2 years,M,Permanent,0.49,23-26
4230,0-2 years,M,Permanent,0.41000000000000003,23-26
4231,0-2 years,F,Non Permanent,0.63,23-26
4232,'+5 years,M,Permanent,0.5,23-26
4233,0-2 years,M,Permanent,0.55,26-30
4234,0-2 years,M,Non Permanent,0.38,23-26
4235,0-2 years,M,Permanent,0.55,30-35
4236,0-2 years,M,Non Permanent,0.49,23-26
4237,0-2 years,M,Permanent,0.31,23-26
4238,0-2 years,F,Permanent,0.47000000000000003,23-26
4239,0-2 years,F,Permanent,0.34,26-30
4240,0-2 years,M,Permanent,0.6,26-30
4241,0-2 years,M,Permanent,0.41000000000000003,23-26
4242,0-2 years,M,Permanent,0.34,26-30
4243,2-5 years,F,Permanent,0.53,23-26
4244,0-2 years,M,Permanent,0.64,23-26
4245,0-2 years,M,Permanent,0.4,23-26
4246,'+5 years,M,Permanent,0.5,23-26
4247,2-5 years,F,Permanent,0.28,23-26
4248,0-2 years,M,Permanent,0.43,23-26
4249,0-2 years,M,Non Permanent,0.6,23-26
4250,'+5 years,M,Permanent,0.58,23-26
4251,0-2 years,F,Permanent,0.53,23-26
4252,0-2 years,M,Permanent,0.62,23-26
4253,0-2 years,M,Permanent,0.6,23-26
4254,0-2 years,F,Non Permanent,0.53,23-26
4255,0-2 years,M,Non Permanent,0.5,26-30
4256,0-2 years,M,Permanent,0.41000000000000003,23-26
4257,0-2 years,F,Permanent,0.48,23-26
4258,0-2 years,M,Permanent,0.58,30-35
4259,'+5 years,F,Permanent,0.5700000000000001,30-35
4260,0-2 years,M,Permanent,0.64,30-35
4261,0-2 years,F,Permanent,0.59,23-26
4262,0-2 years,F,Permanent,0.36,23-26
4263,'+5 years,M,Permanent,0.5,23-26
4264,0-2 years,M,Permanent,0.44,23-26
4265,2-5 years,M,Permanent,0.6,23-26
4266,2-5 years,M,Permanent,0.55,23-26
4267,0-2 years,M,Permanent,0.47000000000000003,23-26
4268,0-2 years,M,Permanent,0.41000000000000003,23-26
4269,0-2 years,M,Permanent,0.43,23-26
4270,0-2 years,F,Permanent,0.49,23-26
4271,0-2 years,M,Permanent,0.6,23-26
4272,0-2 years,M,Permanent,0.36,26-30
4273,'+5 years,M,Permanent,0.54,23-26
4274,0-2 years,M,Permanent,0.64,23-26
4275,0-2 years,F,Permanent,0.35000000000000003,23-26
4276,0-2 years,M,Permanent,0.28,26-30
4277,2-5 years,M,Permanent,0.35000000000000003,23-26
4278,'+5 years,M,Permanent,0.36,23-26
4279,0-2 years,M,Permanent,0.6,23-26
4280,0-2 years,M,Permanent,0.43,23-26
4281,2-5 years,M,Permanent,0.5700000000000001,30-35
4282,0-2 years,M,Permanent,0.55,23-26
4283,0-2 years,M,Permanent,0.47000000000000003,23-26
4284,0-2 years,F,Permanent,0.59,23-26
4285,2-5 years,M,Permanent,0.45,26-30
4287,0-2 years,F,Permanent,0.55,23-26
